Total_p1,Type1_p1,Type2_p1,Speed_p1,Total_p2,Type1_p2,Type2_p2,Speed_p2,Winner,Win_Probability
385,Water,,90,320,Water,,63,0,0.375609756097561
405,Fairy,Flying,40,410,Normal,Water,71,0,0.0
251,Normal,Flying,56,505,Fire,,100,0,0.0
525,Ground,,47,600,Rock,Fairy,50,0,0.0
530,Ice,Water,65,515,Electric,,50,0,0.507177033492823
670,Normal,,100,480,Water,Ghost,60,1,1.0
600,Dark,,125,700,Rock,Fairy,110,0,0.3
495,Rock,,58,480,Ice,Ghost,110,0,0.0
580,Ice,,100,510,Fighting,,105,0,0.0
195,Bug,,45,530,Grass,Fighting,64,0,0.0
600,Dark,Fire,115,680,Psychic,Flying,110,0,0.6382978723404256
680,Water,Dragon,100,418,Fire,Fighting,55,1,1.0
200,Water,,80,500,Poison,Dark,95,0,0.0
615,Rock,Flying,150,309,Fire,,65,1,1.0
580,Fire,Flying,90,510,Electric,,55,0,0.3625
400,Psychic,,105,600,Fire,Steel,77,0,0.0
430,Steel,Rock,40,445,Normal,,50,0,0.0
350,Rock,Steel,30,280,Grass,Fairy,66,0,0.0
355,Psychic,,68,494,Ghost,Grass,84,0,0.0
500,Bug,Grass,92,495,Bug,,145,0,0.0
460,Grass,Flying,110,370,Normal,,60,1,0.5542168674698795
405,Bug,Grass,30,336,Psychic,,48,0,0.0
519,Ground,Dark,92,335,Psychic,,30,1,1.0
220,Dark,,35,348,Dark,Fighting,48,0,0.0
500,Normal,,55,530,Fire,Fighting,80,0,0.0
405,Ghost,Poison,95,405,Water,,97,0,0.0
390,Bug,Flying,85,300,Steel,Psychic,30,1,1.0
405,Electric,,95,362,Rock,Dragon,48,0,0.3587245349867139
340,Water,,85,483,Ghost,,30,0,0.0
262,Normal,Flying,70,318,Grass,,31,1,0.6223277909738717
316,Fire,,64,495,Fighting,Dark,58,0,0.0
600,Steel,Psychic,70,600,Grass,Flying,127,0,0.0
405,Water,,58,308,Water,,45,1,1.0
520,Electric,Ice,86,483,Ground,Ghost,55,0,0.0
314,Water,,43,495,Rock,Ground,45,0,0.0
600,Psychic,Grass,100,384,Bug,,65,1,1.0
273,Poison,,50,600,Dragon,Ground,95,0,0.0
385,Normal,,30,205,Bug,,15,1,1.0
579,Normal,Flying,121,442,Normal,Flying,100,1,1.0
590,Psychic,,150,390,Normal,,5,1,1.0
600,Dragon,Psychic,110,308,Fire,,45,1,1.0
485,Electric,,110,305,Fire,Ground,35,1,1.0
314,Water,,43,250,Ice,Ground,50,0,0.0
485,Normal,Flying,100,498,Grass,,101,0,0.0
590,Dragon,Fairy,80,335,Ghost,Grass,56,1,1.0
534,Fire,Flying,100,500,Bug,Steel,65,1,0.8103186646433991
480,Water,Grass,70,405,Water,,50,1,0.5423728813559322
260,Psychic,,23,300,Steel,Psychic,30,0,0.0
355,Water,Rock,22,305,Water,Flying,55,0,0.0
510,Dark,Ice,125,490,Normal,,55,1,0.51
330,Water,Electric,67,300,Fairy,,30,1,0.5238095238095238
600,Psychic,,180,405,Water,,50,1,1.0
470,Psychic,,80,468,Water,Dark,55,0,0.0
305,Fire,Ground,35,500,Ground,Psychic,75,0,0.0
515,Normal,,60,670,Normal,,100,0,0.0
500,Poison,,50,534,Fire,,100,0,0.0
540,Water,Flying,81,540,Water,,81,1,0.2
464,Grass,Poison,30,303,Fairy,,42,1,1.0
475,Water,Ice,70,341,Fairy,,49,1,1.0
365,Electric,,45,385,Bug,Poison,65,0,0.0
405,Electric,,95,474,Bug,Flying,40,0,0.6308411214953271
670,Ground,,90,600,Fire,Water,70,1,0.6907216494845361
340,Water,,85,580,Psychic,,80,0,0.0
700,Dragon,Ground,92,489,Grass,Steel,20,1,1.0
455,Ice,Psychic,95,315,Fire,,50,1,1.0
309,Fire,,61,335,Ghost,Grass,56,1,0.6484784889821616
280,Fighting,Psychic,60,467,Poison,,55,0,0.0
475,Water,Ground,39,490,Psychic,Flying,97,0,0.0
370,Ghost,Fire,55,495,Fighting,Dark,58,0,0.0
465,Dark,,75,525,Grass,,95,0,0.0
485,Electric,,110,495,Water,Rock,32,1,0.6621160409556314
305,Water,,40,275,Ghost,Fire,20,0,0.6892655367231638
350,Rock,,58,224,Bug,,36,1,1.0
495,Water,,115,520,Steel,Ghost,60,1,0.4876847290640394
438,Poison,,80,310,Bug,Grass,42,1,1.0
534,Fire,Flying,100,579,Normal,Flying,121,0,0.0
384,Water,Ground,69,680,Dragon,Electric,90,0,0.0
220,Water,Grass,30,413,Grass,,83,0,0.0
525,Dark,,65,430,Water,Poison,85,0,0.0
430,Steel,Rock,40,411,Bug,Flying,89,0,0.0
310,Water,,40,700,Dragon,Psychic,110,0,0.0
580,Electric,Flying,100,420,Dragon,,50,1,1.0
295,Ghost,,25,330,Water,,85,0,0.0
520,Electric,Ice,86,411,Bug,Flying,89,0,0.0
490,Electric,,105,290,Rock,,10,1,1.0
250,Water,Fairy,40,500,Bug,Grass,92,0,0.0
580,Ice,Flying,85,450,Fairy,,45,0,0.5631067961165048
480,Electric,,140,295,Electric,,65,1,1.0
500,Poison,,50,500,Ground,,50,0,0.2
420,Steel,Psychic,50,521,Rock,Ice,58,0,0.0
355,Rock,Water,35,670,Ground,,90,0,0.0
390,Bug,Poison,40,515,Electric,,50,0,0.0
195,Bug,Poison,50,670,Water,,90,0,0.0
390,Bug,Flying,95,309,Fire,,61,0,0.3869047619047619
580,Steel,,50,303,Ghost,,30,1,1.0
288,Poison,,55,490,Psychic,,65,0,0.0
430,Water,Ground,35,700,Rock,Fairy,110,0,0.0
300,Water,,90,530,Water,,78,0,0.0
500,Bug,,85,594,Grass,Ice,30,1,0.6273525721455459
540,Normal,,55,335,Normal,Grass,75,1,1.0
474,Fighting,,50,680,Psychic,Dark,80,0,0.0
485,Water,Rock,55,220,Normal,,30,1,1.0
450,Fairy,,45,460,Grass,Fighting,70,0,0.0
300,Poison,Fighting,50,325,Steel,Ghost,28,0,0.0
490,Grass,Poison,70,265,Bug,Flying,55,1,1.0
240,Normal,,60,325,Bug,Rock,55,0,0.0
485,Psychic,,40,371,Fairy,,52,1,1.0
315,Fire,,50,370,Dark,Flying,60,0,0.0
280,Fighting,Psychic,60,470,Psychic,,80,0,0.0
245,Poison,Flying,55,405,Water,,58,0,0.0
465,Dark,,75,499,Fire,Flying,126,0,0.0
420,Water,Fairy,50,479,Poison,Dark,84,0,0.0
480,Steel,Fairy,50,485,Ice,,50,1,0.49740932642487046
405,Grass,Poison,60,495,Fire,,93,0,0.0
485,Electric,,110,390,Rock,Ground,35,0,0.0
465,Water,Flying,70,300,Steel,Psychic,23,1,1.0
515,Grass,Poison,90,410,Dragon,Ground,82,0,0.3857677902621723
473,Water,Flying,98,341,Fairy,,23,1,1.0
265,Ground,,95,485,Normal,Flying,100,0,0.0
418,Fire,Fighting,55,255,Normal,,42,1,1.0
340,Poison,,35,525,Ice,,65,0,0.0
385,Bug,Poison,65,515,Electric,,50,0,0.0
475,Water,,75,580,Water,Fighting,108,0,0.0
410,Normal,Water,71,500,Steel,Psychic,33,0,0.2907801418439716
275,Poison,,41,360,Electric,,95,0,0.0
250,Grass,Flying,50,600,Psychic,,90,0,0.0
475,Grass,Dark,55,330,Water,,85,1,1.0
425,Grass,,30,600,Dark,,125,0,0.0
430,Normal,Flying,125,618,Psychic,Fairy,100,0,0.0
575,Electric,,135,289,Electric,Normal,70,1,1.0
525,Grass,Ground,56,480,Fairy,,72,0,0.0
475,Grass,Dark,55,700,Dragon,Ice,95,0,0.0
330,Psychic,,60,497,Electric,,116,0,0.0
430,Steel,Rock,40,520,Electric,Flying,86,0,0.0
405,Fighting,,45,430,Steel,Rock,40,0,0.7902439024390244
265,Ground,,95,580,Normal,Fighting,135,0,0.0
318,Grass,,45,580,Electric,Flying,111,0,0.0
480,Ice,,80,545,Fairy,Flying,80,1,0.4682926829268293
625,Grass,Poison,80,580,Water,,85,0,0.0
460,Grass,Fighting,70,680,Ghost,Dragon,90,0,0.0
250,Bug,Poison,30,270,Normal,Flying,85,0,0.0
600,Psychic,Grass,100,305,Ice,,44,1,1.0
418,Fire,Fighting,55,465,Fighting,,45,0,0.4733861834654587
470,Fire,,20,507,Fire,Normal,106,0,0.0
490,Grass,,50,600,Dark,Fire,115,0,0.0
545,Normal,Fairy,50,350,Fighting,,65,1,1.0
300,Ice,,50,292,Psychic,,24,1,0.5067567567567568
600,Psychic,Fire,100,423,Normal,Ground,78,1,1.0
345,Water,Flying,50,580,Water,Fighting,108,0,0.0
515,Normal,,60,465,Fighting,,85,0,0.0
295,Grass,,35,280,Fighting,Psychic,60,0,0.0
195,Bug,,20,305,Ice,,44,0,0.0
680,Fire,Flying,90,480,Water,Ghost,60,1,1.0
465,Steel,Flying,70,510,Fighting,,105,0,0.0
475,Water,Ice,70,335,Normal,Grass,75,1,1.0
220,Dark,,35,550,Bug,Fire,100,0,0.0
340,Grass,Dark,60,350,Fighting,,65,0,0.0
275,Poison,,41,390,Bug,Flying,95,0,0.0
505,Fire,,100,280,Fighting,Psychic,60,1,1.0
498,Water,,101,509,Water,Ground,74,0,0.4945382323733863
515,Water,Poison,100,460,Grass,Flying,110,0,0.0
360,Normal,,48,545,Fairy,Flying,80,0,0.0
355,Rock,Water,35,460,Water,,91,0,0.0
505,Fighting,,55,194,Bug,,25,1,1.0
405,Grass,,36,520,Ghost,Fire,80,0,0.0
405,Grass,,36,580,Psychic,,115,0,0.0
490,Poison,,60,405,Grass,,36,0,0.7075812274368231
525,Ice,,65,487,Psychic,,29,1,0.5187747035573123
455,Ghost,,25,454,Grass,,46,0,0.0
700,Steel,Psychic,110,470,Water,,65,1,1.0
515,Grass,Poison,90,452,Normal,,112,0,0.0
325,Electric,Steel,45,430,Water,Ground,35,0,0.0
395,Bug,Poison,75,680,Dragon,Flying,95,0,0.0
500,Psychic,,120,498,Ghost,Flying,80,0,0.501002004008016
510,Fighting,Psychic,100,370,Dark,Flying,60,1,1.0
520,Grass,Psychic,55,215,Normal,,20,1,1.0
525,Electric,,130,680,Psychic,Dark,80,1,0.43568464730290457
438,Poison,,80,380,Steel,Fairy,50,0,0.0
780,Psychic,Fighting,130,250,Normal,,75,1,1.0
438,Poison,,80,355,Rock,Bug,75,1,0.38153310104529614
320,Ground,,35,535,Ground,Rock,40,0,0.0
500,Bug,,85,498,Grass,,101,0,0.0
313,Psychic,Flying,72,330,Dark,,65,0,0.0
525,Grass,,80,510,Ground,Flying,95,0,0.0
350,Rock,Steel,30,580,Electric,Flying,101,0,0.0
500,Water,,70,505,Fighting,,45,0,0.4975124378109453
540,Fire,,83,487,Psychic,,29,0,0.5258033106134372
600,Bug,Flying,105,205,Bug,,15,1,1.0
430,Dark,Ice,115,401,Rock,Flying,70,1,0.6819984139571769
310,Normal,Flying,75,680,Dark,Flying,99,0,0.0
425,Psychic,,65,355,Water,Rock,22,1,0.5448717948717948
405,Bug,Grass,30,630,Fire,Fighting,100,0,0.0
455,Fighting,,87,446,Dark,,106,0,0.0
262,Normal,Flying,50,430,Dark,Ice,115,0,0.0
320,Ground,,35,540,Dragon,,97,0,0.0
500,Bug,Steel,65,530,Water,Dark,122,0,0.0
310,Psychic,,90,680,Ghost,Dragon,90,0,0.0
500,Bug,Flying,105,480,Dark,Ghost,20,1,0.5102040816326531
253,Normal,,72,680,Dark,Flying,99,0,0.0
340,Poison,,35,390,Bug,Poison,40,0,0.0
405,Water,,58,483,Psychic,,67,0,0.0
310,Normal,Flying,50,369,Fire,Normal,72,0,0.0
309,Fire,,65,600,Dark,Fire,115,0,0.0
530,Water,,78,430,Ground,Flying,85,0,0.0
455,Fighting,,76,465,Steel,Flying,70,0,0.4945652173913043
405,Psychic,,33,489,Grass,Steel,20,0,0.2928416485900217
520,Water,Psychic,115,285,Psychic,,45,1,1.0
330,Electric,,100,330,Dark,,65,1,0.5
424,Bug,Ground,36,410,Dragon,,67,0,0.0
442,Normal,Flying,100,455,Fighting,,87,1,0.6601941747572816
420,Water,Fairy,50,335,Ghost,Grass,41,0,0.3853211009174312
590,Water,Psychic,30,720,Normal,,120,0,0.0
385,Water,,90,518,Psychic,Fighting,80,0,0.0
220,Water,Grass,30,275,Normal,,55,0,0.0
411,Bug,Flying,89,325,Steel,Ghost,28,0,0.13649950182663567
485,Electric,,110,560,Fire,Ground,20,0,0.0
390,Bug,Flying,95,473,Water,Flying,98,0,0.0
600,Ghost,Poison,130,680,Ghost,Dragon,90,0,0.46875
292,Ground,Dark,65,303,Fairy,,42,1,0.32516703786191536
560,Water,Dark,105,530,Water,Dark,122,0,0.0
370,Normal,,60,507,Fire,Normal,106,0,0.0
330,Water,Electric,67,360,Electric,,95,0,0.0
508,Ground,Steel,88,535,Ice,,79,0,0.6550612508059317
534,Fire,Fighting,108,405,Grass,,57,1,1.0
405,Electric,,95,245,Normal,Flying,60,1,1.0
430,Ground,Flying,85,409,Fire,,73,1,0.677698975571316
424,Bug,Grass,36,580,Water,Fighting,108,0,0.0
455,Ice,Psychic,95,410,Rock,,30,0,0.5260115606936416
270,Normal,Fairy,20,300,Grass,Poison,40,0,0.0
400,Psychic,,105,314,Water,,43,0,0.5602240896358543
530,Water,,78,382,Fire,Flying,84,1,1.0
323,Fairy,,35,316,Grass,,64,0,0.0
600,Steel,Psychic,70,316,Grass,,64,1,1.0
330,Ice,Flying,75,485,Ghost,Dark,35,0,0.0
299,Fire,,65,316,Grass,,64,1,0.6542669584245077
535,Ground,Rock,40,335,Ghost,Grass,56,1,1.0
580,Electric,Flying,101,482,Dark,Psychic,73,1,0.5461393596986818
535,Poison,Flying,130,236,Bug,Ghost,40,1,1.0
440,Normal,,115,590,Normal,,100,0,0.0
365,Poison,,65,305,Water,Flying,55,0,0.5447761194029851
305,Bug,Poison,45,440,Normal,,115,0,0.0
205,Bug,Poison,35,405,Psychic,,33,0,0.0
480,Water,Grass,70,580,Electric,Flying,111,0,0.0
455,Poison,Flying,90,454,Grass,,46,1,0.8003518029903254
600,Dragon,Ground,102,580,Electric,Flying,101,0,0.0
395,Normal,,40,275,Ghost,Fire,20,1,1.0
480,Water,,45,495,Water,Rock,32,0,0.49230769230769234
435,Ghost,,85,600,Bug,Steel,99,0,0.0
479,Normal,Flying,101,475,Electric,,105,0,0.0
700,Rock,Dark,71,280,Fighting,Psychic,60,1,1.0
345,Water,,32,289,Electric,Normal,70,0,0.0
300,Fairy,,30,680,Psychic,Dark,80,0,0.0
625,Grass,Poison,80,309,Fire,,65,1,1.0
305,Fighting,,35,495,Bug,Steel,20,0,0.0
273,Poison,,50,308,Fire,,45,0,0.46987951807228917
250,Fire,,20,600,Rock,Dark,61,0,0.0
523,Electric,,70,348,Dark,Fighting,48,1,1.0
580,Ice,,100,305,Grass,Steel,10,1,1.0
540,Normal,,55,328,Ground,,68,1,1.0
269,Bug,Water,65,305,Fighting,,35,1,0.30602957906712175
440,Rock,Psychic,70,474,Ghost,Grass,56,1,0.4814004376367615
509,Water,Ground,74,335,Ghost,Grass,51,1,1.0
505,Dark,Flying,71,600,Grass,Flying,127,0,0.0
490,Psychic,,30,370,Ghost,Fire,55,1,1.0
314,Water,,43,405,Water,,50,0,0.0
424,Bug,Flying,66,580,Steel,Fighting,108,0,0.0
290,Ice,Water,25,341,Fairy,,23,0,0.4595879556259905
490,Poison,,60,460,Fire,Ground,40,0,0.3475177304964539
600,Rock,Dark,61,350,Rock,Steel,30,1,1.0
395,Ice,,59,382,Fire,Flying,84,0,0.0
405,Water,,58,460,Water,Dark,95,0,0.0
580,Ice,,50,405,Grass,,57,1,1.0
325,Water,,50,405,Water,,58,0,0.0
190,Normal,Fairy,20,507,Fire,Normal,106,0,0.0
500,Water,,85,300,Dragon,,40,1,1.0
467,Poison,,55,540,Water,,81,0,0.0
405,Ground,,120,275,Electric,,60,1,1.0
365,Poison,,56,530,Water,Dark,122,0,0.0
465,Normal,,85,508,Ground,Steel,88,0,0.0
305,Bug,Poison,45,200,Bug,,35,1,1.0
420,Dragon,,70,525,Ice,,65,1,0.4444444444444444
630,Steel,,50,490,Psychic,,65,0,0.0
530,Water,,78,405,Fighting,,40,1,1.0
390,Grass,Poison,55,280,Normal,,30,1,1.0
428,Electric,Flying,103,409,Fire,,73,0,0.5113500597371565
525,Ice,,65,355,Water,Rock,22,1,1.0
250,Normal,,31,351,Ground,Dark,74,0,0.0
495,Fire,,93,350,Fighting,,65,1,1.0
465,Bug,Steel,40,530,Fire,Fighting,80,0,0.0
483,Fairy,,60,700,Dragon,Ice,95,0,0.0
510,Dark,,105,580,Water,Fighting,108,0,0.0
467,Poison,,55,485,Water,Rock,55,0,0.1940174491067719
510,Ground,Flying,95,370,Dark,Flying,60,1,1.0
430,Dark,Ice,115,281,Dark,,66,1,1.0
390,Normal,,5,580,Psychic,,80,0,0.0
534,Fire,,100,525,Ice,,65,1,0.6704331450094162
590,Water,Psychic,30,335,Normal,Grass,75,1,1.0
405,Ground,,120,514,Ice,,28,0,0.44069640914036995
205,Bug,,30,700,Dragon,Ice,95,0,0.0
325,Water,,34,315,Bug,,60,0,0.0
380,Normal,,70,485,Bug,Poison,112,0,0.0
413,Grass,,83,350,Grass,,52,0,0.3710691823899371
410,Rock,,30,475,Normal,Grass,95,0,0.0
455,Ghost,,65,275,Normal,,55,1,1.0
314,Water,,43,600,Bug,Steel,99,0,0.0
485,Ground,Rock,40,680,Ghost,Dragon,90,0,0.0
467,Poison,,55,520,Ground,Dragon,100,0,0.0
200,Water,,80,497,Electric,,116,0,0.0
780,Psychic,,140,520,Steel,Ghost,60,1,1.0
330,Dark,Fire,65,520,Electric,Flying,86,0,0.0
680,Ghost,Dragon,90,431,Electric,Fairy,101,1,1.0
262,Normal,Flying,70,680,Ghost,Dragon,90,0,0.0
275,Normal,,55,600,Normal,Fighting,128,0,0.0
430,Steel,Rock,40,600,Psychic,,180,0,0.0
600,Dragon,Ground,102,460,Water,,98,1,1.0
413,Water,,60,600,Ground,Flying,91,0,0.0
330,Ice,Flying,75,280,Grass,Fairy,66,1,0.825
330,Ice,Flying,75,485,Psychic,,40,0,0.0
355,Rock,Water,55,700,Rock,Fairy,110,0,0.0
634,Fire,Dragon,100,500,Fighting,Flying,118,0,0.0
340,Ground,Dragon,70,200,Bug,,35,1,1.0
355,Rock,Water,35,680,Psychic,Flying,110,0,0.0
590,Water,Psychic,30,236,Bug,Ghost,40,1,1.0
525,Grass,Ground,56,292,Psychic,,24,1,1.0
680,Dragon,Flying,95,409,Fire,,73,1,1.0
265,Bug,Flying,55,410,Fighting,Psychic,80,0,0.0
314,Water,,40,680,Psychic,Dark,80,0,0.0
500,Fire,,105,420,Dragon,,70,0,0.373134328358209
490,Electric,,105,319,Bug,Electric,65,1,1.0
350,Normal,,85,420,Dark,Dragon,58,0,0.45454545454545453
425,Grass,,30,303,Fairy,,42,1,1.0
250,Normal,,75,600,Dark,,125,0,0.0
340,Water,Grass,50,600,Grass,Flying,127,0,0.0
680,Dragon,Flying,95,580,Rock,Fighting,108,0,0.0
205,Bug,,15,401,Rock,Flying,70,0,0.0
288,Poison,,55,480,Water,Ghost,60,0,0.0
325,Water,,45,700,Dragon,Psychic,110,0,0.0
390,Normal,,5,520,Steel,Ghost,60,0,0.0
490,Water,Psychic,30,351,Ground,Dark,74,1,1.0
308,Water,,35,545,Fairy,Flying,80,0,0.0
670,Normal,,100,510,Fighting,,105,1,1.0
520,Grass,Psychic,55,505,Dark,Flying,71,0,0.0
442,Normal,Flying,100,490,Poison,,60,0,0.4742489270386266
410,Rock,Ground,51,555,Ghost,,75,0,0.0
380,Dark,Ghost,50,355,Rock,Bug,75,0,0.0
440,Normal,,115,498,Ghost,Flying,80,0,0.0
525,Electric,,130,480,Steel,Fairy,50,0,0.5223880597014925
425,Psychic,,65,390,Psychic,,55,0,0.35269709543568467
445,Normal,,50,530,Water,Dark,122,0,0.0
610,Electric,Dragon,45,385,Bug,Poison,65,1,1.0
280,Grass,,30,370,Dark,Flying,60,0,0.0
540,Dragon,,97,499,Fire,Flying,126,0,0.0
490,Poison,,60,525,Grass,Ground,56,0,0.4827586206896552
195,Bug,Poison,50,309,Fire,,61,0,0.0
580,Fire,Flying,90,300,Steel,,30,1,1.0
510,Water,Fighting,70,464,Grass,Poison,30,0,0.21555367709213863
520,Grass,Psychic,55,450,Grass,,85,0,0.0
534,Fire,Flying,100,290,Psychic,,45,1,1.0
528,Water,,70,320,Dragon,,57,1,1.0
525,Fire,,65,300,Steel,Psychic,23,1,1.0
580,Water,Fighting,108,462,Fairy,,29,0,0.38563829787234044
405,Ghost,Poison,95,424,Bug,Grass,36,0,0.6564019448946515
450,Bug,Poison,90,180,Grass,,30,1,1.0
390,Bug,Flying,95,600,Dark,Fire,115,0,0.0
450,Ground,,65,420,Dragon,,50,1,0.5172413793103449
520,Grass,Psychic,55,280,Electric,,35,1,1.0
500,Bug,,85,320,Poison,Water,30,1,1.0
435,Grass,,60,369,Fire,Normal,72,0,0.0
525,Grass,Poison,80,498,Water,,101,0,0.0
300,Dragon,,50,440,Normal,,40,0,0.0
310,Psychic,,90,395,Bug,Flying,65,1,0.4397163120567376
495,Rock,,58,520,Steel,Ghost,60,0,0.0
310,Fire,,45,472,Bug,Electric,108,0,0.0
395,Bug,Flying,70,460,Water,,98,0,0.0
430,Water,Flying,65,350,Grass,,52,0,0.5512820512820513
450,Water,,68,456,Bug,Flying,160,0,0.0
220,Grass,,30,304,Ice,,28,0,0.0
224,Bug,,36,580,Normal,Fighting,135,0,0.0
680,Psychic,Flying,110,330,Ground,,32,1,1.0
490,Normal,,90,510,Electric,,55,0,0.49
405,Fire,,80,305,Ice,Psychic,65,1,1.0
320,Electric,,90,294,Grass,Poison,15,1,0.3524229074889868
670,Ground,,90,370,Normal,,60,1,1.0
580,Fire,,100,510,Fighting,Psychic,100,0,0.3625
500,Fire,,105,494,Grass,Ice,60,1,0.8019246190858059
295,Water,,60,600,Psychic,,85,0,0.0
485,Ice,,50,474,Ghost,Grass,56,0,0.0
600,Psychic,Grass,100,303,Ghost,,30,1,1.0
328,Ground,,68,341,Fairy,,23,0,0.49028400597907323
385,Rock,Ground,70,545,Normal,Fairy,50,0,0.0
440,Water,,85,308,Fire,,45,1,1.0
405,Fire,Fighting,55,335,Ghost,Grass,56,0,0.0
670,Water,,90,325,Water,,34,1,1.0
340,Normal,Flying,80,494,Ghost,Grass,84,0,0.0
413,Grass,,83,499,Fire,Flying,126,0,0.0
330,Electric,,100,250,Bug,Poison,30,1,1.0
420,Water,Fairy,50,384,Water,Ground,69,0,0.0
205,Bug,,30,255,Normal,,42,0,0.0
330,Water,,44,245,Flying,Dragon,55,1,1.0
505,Dark,Flying,71,600,Psychic,Fire,100,0,0.0
495,Rock,Steel,30,545,Normal,Fairy,50,0,0.0
479,Normal,Flying,101,534,Fire,Fighting,108,0,0.0
295,Grass,,35,400,Water,,60,0,0.0
494,Grass,Ice,60,515,Bug,Flying,95,0,0.0
600,Dragon,Ground,102,474,Poison,,75,1,0.7168458781362007
405,Water,Ground,50,289,Electric,Normal,70,1,1.0
390,Bug,Flying,95,341,Fairy,,49,0,0.36380597014925375
450,Ground,,65,540,Normal,,55,0,0.45454545454545453
250,Water,Fairy,40,520,Ground,Dragon,100,0,0.0
535,Normal,,90,480,Water,Ghost,60,0,0.0
395,Normal,,40,630,Fire,Fighting,100,0,0.0
395,Grass,Poison,40,485,Ground,Rock,40,0,0.2893772893772894
534,Fire,Flying,100,318,Grass,,45,1,1.0
505,Poison,Ground,85,430,Normal,Flying,125,0,0.0
390,Bug,Poison,40,428,Electric,Flying,103,0,0.0
195,Bug,,45,269,Bug,Water,65,0,0.0
630,Water,,78,480,Water,Ghost,60,1,1.0
325,Water,,50,590,Dragon,Fairy,80,0,0.0
468,Water,Dark,55,495,Rock,Steel,30,0,0.6540880503144654
270,Normal,Flying,85,411,Normal,Flying,91,0,0.0
275,Poison,,41,213,Bug,,29,0,0.5635245901639344
455,Ghost,,25,300,Dragon,Ground,42,1,1.0
405,Dark,Flying,91,780,Dragon,Flying,115,0,0.0
280,Normal,,30,295,Electric,,65,0,0.0
525,Water,Ice,70,325,Water,,50,1,1.0
500,Dark,Fire,95,410,Dragon,Ground,82,1,0.3787878787878788
455,Ice,Psychic,95,205,Electric,,60,1,1.0
600,Bug,Fighting,75,281,Dark,,66,1,1.0
424,Bug,Ground,36,485,Dragon,,48,0,0.0
410,Dragon,,67,335,Ghost,Grass,56,1,0.5503355704697986
318,Grass,Poison,45,351,Ground,Dark,74,0,0.0
579,Normal,Flying,121,335,Water,Poison,70,1,1.0
345,Ground,Rock,25,489,Grass,Steel,20,0,0.0
525,Grass,,80,448,Steel,Ghost,35,1,0.3694581280788177
500,Bug,,85,264,Normal,Flying,43,1,1.0
275,Poison,,41,310,Grass,,70,0,0.0
455,Fighting,,76,600,Grass,,100,0,0.0
534,Fire,Flying,100,300,Dragon,,50,1,1.0
262,Normal,Flying,70,485,Electric,,110,0,0.0
600,Steel,Psychic,70,220,Normal,,30,1,1.0
305,Fighting,,35,480,Fairy,,72,0,0.0
310,Ghost,Poison,80,600,Dragon,Ground,95,0,0.0
340,Normal,Flying,80,520,Electric,Fire,86,0,0.0
325,Electric,Steel,45,330,Psychic,,60,0,0.0
600,Psychic,,180,355,Psychic,,68,1,1.0
438,Poison,,80,319,Bug,Electric,65,1,1.0
534,Fire,,100,495,Fighting,Dark,58,1,0.5189504373177842
430,Normal,Flying,125,244,Bug,Flying,70,1,1.0
305,Bug,Poison,45,480,Grass,Fairy,116,0,0.0
490,Grass,,50,295,Electric,,76,1,1.0
253,Normal,,72,400,Bug,,85,0,0.0
510,Water,Fighting,70,455,Fighting,,70,0,0.3591549295774648
325,Electric,Steel,45,240,Normal,,28,1,1.0
405,Fighting,,45,535,Electric,Steel,60,0,0.0
579,Normal,Flying,121,305,Fighting,,35,1,1.0
413,Grass,,83,487,Psychic,,29,1,0.4588888888888889
455,Poison,Flying,90,405,Water,Ground,50,1,0.35968379446640314
475,Water,Ice,70,500,Water,,59,0,0.1919191919191919
520,Steel,,90,371,Fairy,,52,1,1.0
670,Normal,,100,405,Water,,97,1,1.0
405,Grass,,60,468,Water,Dark,55,0,0.6338028169014085
395,Bug,Flying,70,335,Normal,Grass,75,0,0.0
308,Water,,35,431,Electric,Fairy,101,0,0.0
218,Fairy,,15,468,Water,Dark,55,0,0.0
515,Normal,,60,600,Dragon,Ground,102,0,0.0
487,Psychic,,29,500,Water,,59,0,0.0
340,Poison,,35,670,Water,,90,0,0.0
245,Poison,Flying,55,498,Fire,,101,0,0.0
314,Water,,40,450,Grass,,85,0,0.0
500,Normal,,80,405,Electric,,40,0,0.5524861878453039
269,Bug,Water,65,460,Water,,91,0,0.0
680,Psychic,Flying,110,500,Water,,60,1,1.0
330,Normal,,40,409,Fire,,73,0,0.0
260,Psychic,,23,510,Dark,,105,0,0.0
455,Fighting,,76,521,Rock,Ice,58,1,0.7774455360956856
270,Water,Flying,85,521,Rock,Ice,58,0,0.0
330,Ground,,40,295,Grass,,35,0,0.358695652173913
305,Ice,,40,531,Grass,,68,0,0.0
380,Normal,,70,485,Water,Rock,55,0,0.2814814814814815
200,Water,,80,320,Psychic,Flying,70,0,0.0
395,Grass,Poison,40,535,Grass,,50,0,0.0
250,Normal,,75,600,Steel,Psychic,100,0,0.0
335,Grass,,35,420,Dark,Dragon,58,0,0.0
250,Water,Fairy,40,280,Rock,,15,0,0.6410256410256411
405,Electric,,95,316,Fire,,64,0,0.5617198335644937
285,Fighting,,60,580,Rock,Fighting,108,0,0.0
360,Normal,,48,525,Grass,Ground,56,0,0.0
525,Ghost,,45,508,Ground,Steel,88,0,0.0
580,Ice,Flying,85,440,Electric,Ghost,91,1,1.0
